,0.1,0.17,0.23,0.3,0.37,0.43,0.5,0.57,0.63,0.7,0.77,0.83,0.9
5.0,899.8778652299238,899.9999958342929,899.9999999999393,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
10.0,899.9435509902722,899.9999981753505,899.9999999999749,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
15.0,899.9641450759596,899.9999988768761,899.9999999999851,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
20.0,899.9740601070649,899.9999992053747,899.9999999999897,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
25.0,899.9798462612035,899.9999993932158,899.9999999999924,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
30.0,899.9836195418002,899.999999513749,899.9999999999939,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
35.0,899.9862657144384,899.9999995971508,899.999999999995,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
40.0,899.9882193208296,899.9999996580194,899.9999999999958,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
45.0,899.9897179364154,899.999999704243,899.9999999999965,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
50.0,899.9909021422222,899.9999997404418,899.9999999999968,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
55.0,899.9918603091021,899.9999997694945,899.9999999999973,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
60.0,899.9926507071566,899.9999997932831,899.9999999999976,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0,900.0,900.0,900.0,900.0
